timestamps,TP9,AF7,AF8,TP10,Right AUX,label
1533058380.412,23.438,26.855,61.035,7.812,41.016,1
1533058380.416,6.836,21.484,62.012,7.812,48.828,1
1533058380.420,1.953,22.949,56.152,-4.883,23.438,1
1533058380.424,26.367,25.391,60.547,1.953,53.711,1
1533058380.428,32.227,24.902,68.359,18.555,65.918,1
1533058380.432,12.695,25.391,57.617,8.789,72.266,1
1533058380.436,0.977,26.855,48.828,-0.488,76.660,1
1533058380.439,-0.488,23.438,51.758,15.137,53.711,1
1533058380.443,9.277,23.926,61.523,21.973,-12.695,1
1533058380.447,24.902,23.438,65.918,20.020,-11.719,1
1533058380.451,20.996,22.461,68.359,12.207,6.836,1
1533058380.455,15.625,25.879,66.406,16.602,41.504,1
1533058380.459,19.531,24.902,50.781,11.719,36.621,1
1533058380.463,21.973,23.926,42.480,-9.277,-21.484,1
1533058380.467,32.227,23.926,58.594,2.441,-14.648,1
1533058380.471,41.992,25.879,69.336,31.250,-37.109,1
1533058380.475,37.109,27.832,68.359,33.691,-33.203,1
1533058380.478,18.555,25.879,66.406,11.719,28.809,1
1533058380.482,17.578,25.879,65.918,16.602,32.227,1
1533058380.486,36.621,27.344,71.289,32.227,47.852,1
1533058380.490,40.039,26.855,71.289,30.273,23.926,1
1533058380.494,25.879,25.879,63.965,20.996,-16.602,1
1533058380.498,24.414,27.344,64.941,20.020,25.391,1
1533058380.502,36.621,30.273,67.383,22.949,4.883,1
1533058380.506,41.992,28.320,79.102,32.227,-0.488,1
1533058380.510,41.016,29.785,84.473,30.273,34.668,1
1533058380.514,35.156,32.227,74.219,17.578,40.039,1
1533058380.518,24.414,34.180,62.500,13.184,-13.184,1
1533058380.521,24.902,37.109,67.871,17.090,-54.688,1
1533058380.525,46.387,34.668,82.031,19.531,8.301,1
1533058380.529,57.129,34.668,78.125,28.809,15.137,1
1533058380.533,38.574,34.180,70.801,31.738,26.367,1
1533058380.537,22.949,30.273,58.105,26.367,76.172,1
1533058380.541,22.949,31.738,40.527,26.855,70.801,1
1533058380.545,34.180,33.691,33.691,28.809,3.906,1
1533058380.549,49.805,37.598,35.156,37.598,6.836,1
1533058380.553,36.133,39.062,39.062,45.898,51.270,1
1533058380.557,33.691,39.551,20.020,42.969,-11.230,1
1533058380.561,41.016,34.668,4.395,23.926,-21.973,1
1533058380.564,36.621,31.250,25.391,23.926,68.359,1
1533058380.568,43.945,32.715,39.551,38.086,32.227,1
1533058380.572,44.922,31.250,37.109,44.434,8.789,1
1533058380.576,52.734,35.645,38.574,44.922,62.012,1
1533058380.580,53.711,41.992,36.621,33.203,42.969,1
1533058380.584,49.805,37.109,39.062,31.738,77.148,1
1533058380.588,41.992,34.180,39.551,50.781,67.871,1
1533058380.592,44.922,38.086,37.598,51.758,71.289,1
1533058380.596,45.898,35.645,30.273,45.410,104.492,1
1533058380.600,33.203,36.621,16.602,40.527,63.477,1
1533058380.603,39.551,40.039,26.367,32.227,69.824,1
1533058380.607,50.781,38.086,45.410,50.293,102.539,1
1533058380.611,47.852,38.574,50.781,55.664,98.145,1
1533058380.615,30.762,39.551,45.410,39.062,69.336,1
1533058380.619,20.020,37.598,32.227,27.344,2.441,1
1533058380.623,19.531,38.574,24.902,19.531,19.531,1
1533058380.627,32.715,41.504,30.762,19.531,124.023,1
1533058380.631,39.062,41.504,31.738,16.113,14.160,1
1533058380.635,33.691,33.691,26.367,15.137,-17.090,1
1533058380.639,15.625,25.391,32.715,22.949,49.805,1
1533058380.643,8.789,30.762,32.715,32.715,-1.465,1
1533058380.646,39.062,36.133,26.367,38.574,39.062,1
1533058380.650,50.293,30.762,23.438,41.992,72.266,1
1533058380.654,33.691,29.297,15.625,32.715,10.742,1
1533058380.658,22.461,32.715,6.836,15.625,-7.324,1
1533058380.662,19.043,31.250,5.371,16.113,26.367,1
1533058380.666,32.715,25.391,14.648,28.320,78.125,1
1533058380.670,43.457,22.949,18.066,30.273,68.359,1
1533058380.674,37.598,20.996,25.879,25.391,29.297,1
1533058380.678,26.855,19.531,18.066,26.855,50.293,1
1533058380.682,26.855,25.879,13.184,26.855,15.137,1
1533058380.685,34.180,21.484,34.668,25.879,24.902,1
1533058380.689,35.156,15.137,41.992,31.738,54.688,1
1533058380.693,26.855,21.484,36.621,36.133,5.371,1
1533058380.697,20.996,24.414,31.738,32.227,-32.715,1
1533058380.701,29.297,23.926,24.902,32.227,-23.926,1
1533058380.705,41.504,25.391,24.902,41.992,14.648,1
1533058380.709,47.852,26.855,32.227,47.363,38.574,1
1533058380.713,36.621,27.832,35.156,38.574,-30.762,1
1533058380.717,25.391,27.832,29.297,34.668,-44.922,1
1533058380.721,29.297,27.832,28.809,25.879,10.254,1
1533058380.725,33.691,33.203,34.180,27.344,25.391,1
1533058380.728,45.898,33.203,30.273,35.645,24.414,1
1533058380.732,41.504,34.180,17.090,25.391,-6.836,1
1533058380.736,16.113,32.715,19.531,27.832,-17.090,1
1533058380.740,12.207,28.809,27.344,36.621,21.484,1
1533058380.744,12.695,28.320,27.832,25.391,39.551,1
1533058380.748,30.762,29.297,36.133,23.926,-17.090,1
1533058380.752,29.785,27.832,50.781,25.879,-21.484,1
1533058380.756,4.883,23.926,41.992,25.391,61.035,1
1533058380.760,-0.977,22.461,36.621,19.043,58.594,1
1533058380.764,16.113,23.926,50.293,19.043,65.918,1
1533058380.768,27.344,25.879,56.641,17.578,120.605,1
1533058380.771,20.996,23.926,62.012,11.719,63.477,1
1533058380.775,16.113,19.043,66.406,16.602,45.898,1
1533058380.779,10.254,18.555,62.988,21.484,49.805,1
1533058380.783,10.742,20.020,62.500,20.996,4.883,1
1533058380.787,33.203,20.020,73.242,20.508,-15.137,1
1533058380.791,33.203,21.484,86.914,20.020,-28.320,1
1533058380.795,15.137,21.973,91.309,21.484,-26.855,1
1533058380.799,9.766,20.996,86.426,19.043,42.969,1
1533058380.803,3.906,20.996,87.402,12.695,85.449,1
1533058380.807,27.344,26.367,95.703,24.902,2.441,1
1533058380.810,40.039,29.785,91.309,36.133,-10.254,1
1533058380.814,32.715,29.785,84.473,26.855,11.719,1
1533058380.818,24.902,30.273,84.473,19.531,-6.348,1
1533058380.822,6.348,30.762,86.426,21.484,15.625,1
1533058380.826,20.020,31.738,79.102,31.250,-17.578,1
1533058380.830,34.180,26.367,59.082,30.762,9.766,1
1533058380.834,15.137,24.902,51.270,26.367,20.508,1
1533058380.838,9.766,27.832,47.363,36.133,-0.977,1
1533058380.842,29.297,31.250,50.781,28.320,21.484,1
1533058380.846,26.367,29.297,63.965,15.137,43.945,1
1533058380.850,17.090,23.438,57.617,18.066,18.066,1
1533058380.853,12.207,22.461,55.176,18.066,8.789,1
1533058380.857,6.836,22.461,60.547,14.160,16.113,1
1533058380.861,14.648,20.508,60.059,6.836,11.719,1
1533058380.865,33.203,17.578,65.918,6.836,-13.184,1
1533058380.869,28.809,21.973,66.895,12.207,10.254,1
1533058380.873,6.836,21.484,60.547,21.484,35.645,1
1533058380.877,4.883,19.043,50.293,12.207,5.371,1
1533058380.881,11.719,21.973,42.969,-5.859,0.977,1
1533058380.885,18.555,21.484,49.316,0.000,13.184,1
1533058380.889,23.438,21.484,50.781,3.418,5.371,1
1533058380.893,14.648,22.461,51.270,-2.441,79.102,1
1533058380.896,9.277,19.043,46.875,0.977,84.961,1
1533058380.900,4.395,19.531,40.527,-2.441,-15.625,1
1533058380.904,3.418,25.879,39.062,3.418,19.043,1
1533058380.908,14.160,25.391,36.621,10.254,63.965,1
1533058380.912,12.207,23.926,36.133,-2.441,3.418,1
1533058380.916,-2.930,22.949,43.945,-0.977,-10.742,1
1533058380.920,-11.230,20.996,48.340,-3.906,32.715,1
1533058380.924,3.906,25.879,42.969,-11.230,-17.090,1
1533058380.928,24.902,30.762,44.434,-3.418,37.598,1
1533058380.932,18.555,29.785,45.410,5.859,39.551,1
1533058380.935,0.000,28.320,35.156,1.465,-41.992,1
1533058380.939,-11.719,29.785,24.414,-8.789,-12.207,1
1533058380.943,-16.602,29.297,27.832,-18.555,58.594,1
1533058380.947,2.441,25.391,38.086,-14.160,42.480,1
1533058380.951,14.160,25.391,41.504,-5.859,24.414,1
1533058380.955,-9.277,26.855,35.156,-12.207,-12.207,1
1533058380.959,-15.137,27.832,33.691,-24.414,-2.441,1
1533058380.963,-14.160,24.414,44.922,-29.785,87.402,1
1533058380.967,-4.883,20.020,46.875,-18.555,25.391,1
1533058380.971,-5.371,20.996,52.734,-14.160,21.973,1
1533058380.975,-26.855,21.973,60.547,-25.879,68.359,1
1533058380.978,-38.574,22.461,61.035,-30.273,37.109,1
1533058380.982,-35.645,26.855,62.012,-37.598,19.531,1
1533058380.986,-21.484,25.879,66.895,-27.344,12.695,1
1533058380.990,-23.926,26.855,70.312,-24.414,21.484,1
1533058380.994,-25.391,29.297,65.430,-37.109,15.137,1
1533058380.998,-39.062,30.273,46.875,-46.387,18.555,1
1533058381.002,-52.734,29.785,40.527,-55.664,36.133,1
1533058381.006,-48.828,22.461,55.176,-51.270,27.344,1
1533058381.010,-45.410,18.066,55.664,-43.945,38.086,1
1533058381.014,-45.410,20.508,50.781,-28.809,67.383,1
1533058381.017,-41.016,23.926,44.922,-32.227,57.129,1
1533058381.021,-44.434,22.949,46.387,-48.828,26.855,1
1533058381.025,-47.852,24.414,56.152,-47.363,20.020,1
1533058381.029,-41.992,28.809,63.477,-45.898,-4.883,1
1533058381.033,-43.457,28.320,65.918,-36.133,24.902,1
1533058381.037,-50.293,30.762,57.617,-34.180,81.543,1
1533058381.041,-61.035,33.203,55.664,-47.852,11.230,1
1533058381.045,-47.363,28.809,69.336,-35.156,7.812,1
1533058381.049,-30.273,29.297,74.219,-27.344,-20.020,1
1533058381.053,-48.340,35.645,67.383,-42.480,-12.207,1
1533058381.057,-57.129,32.715,58.105,-49.316,10.254,1
1533058381.060,-60.547,32.227,52.734,-46.875,0.488,1
1533058381.064,-59.082,31.738,51.270,-44.922,88.379,1
1533058381.068,-41.016,24.902,62.500,-42.969,87.891,1
1533058381.072,-38.086,28.320,68.359,-43.945,51.758,1
1533058381.076,-47.852,27.832,54.199,-47.363,55.176,1
1533058381.080,-52.734,22.949,45.898,-44.922,29.297,1
1533058381.084,-53.223,26.855,48.828,-54.688,-1.953,1
1533058381.088,-47.363,26.855,50.293,-54.199,37.598,1
1533058381.092,-39.062,25.391,51.758,-44.922,41.992,1
1533058381.096,-47.852,22.949,48.340,-43.945,25.391,1
1533058381.100,-57.129,20.508,39.062,-51.758,-31.250,1
1533058381.103,-53.223,23.438,35.645,-56.641,-0.488,1
1533058381.107,-40.039,26.367,33.203,-57.617,33.203,1
1533058381.111,-25.879,25.879,31.738,-59.082,83.984,1
1533058381.115,-29.785,23.438,36.133,-62.500,101.074,1
1533058381.119,-49.805,16.602,37.598,-60.547,62.988,1
1533058381.123,-54.688,11.230,30.273,-52.734,64.453,1
1533058381.127,-36.621,14.160,27.344,-41.504,12.695,1
1533058381.131,-26.855,20.020,31.250,-32.227,19.531,1
1533058381.135,-37.109,24.414,20.996,-34.668,51.758,1
1533058381.139,-42.969,27.832,1.465,-51.270,27.832,1
1533058381.142,-38.574,28.320,4.883,-58.105,14.648,1
1533058381.146,-27.832,23.926,22.949,-38.574,15.625,1
1533058381.150,-24.902,23.438,30.273,-25.879,47.363,1
1533058381.154,-32.227,29.785,29.785,-28.320,91.309,1
1533058381.158,-39.062,31.250,32.227,-31.738,71.289,1
1533058381.162,-46.387,26.367,31.250,-34.668,27.832,1
1533058381.166,-30.762,26.855,29.785,-34.180,46.875,1
1533058381.170,-10.254,35.156,32.227,-28.320,5.371,1
1533058381.174,-15.137,37.109,31.250,-27.832,-38.574,1
1533058381.178,-21.484,35.156,25.391,-26.367,-1.465,1
1533058381.182,-27.344,30.273,18.066,-29.785,36.621,1
1533058381.185,-17.578,27.344,13.672,-29.785,13.672,1
1533058381.189,-4.883,26.855,23.438,-22.461,11.230,1
1533058381.193,-14.648,28.809,29.785,-15.137,40.039,1
1533058381.197,-16.602,31.738,23.438,-20.020,19.531,1
1533058381.201,-15.625,27.344,21.484,-29.785,-3.906,1
1533058381.205,0.977,26.855,33.691,-19.531,-3.906,1
1533058381.209,17.578,25.879,48.340,-9.766,20.508,1
1533058381.213,6.348,21.973,47.852,-3.906,-9.277,1
1533058381.217,1.953,26.367,37.598,-3.906,-10.254,1
1533058381.221,3.418,28.320,32.715,-9.277,26.367,1
1533058381.225,12.695,26.367,40.527,-12.695,29.785,1
1533058381.228,26.367,26.855,49.316,2.930,42.480,1
1533058381.232,16.113,24.902,60.059,19.043,59.082,1
1533058381.236,0.488,25.391,61.523,8.301,82.031,1
1533058381.240,-1.953,28.809,52.246,9.766,15.625,1
1533058381.244,12.207,28.809,48.828,15.137,9.277,1
1533058381.248,29.785,28.320,40.039,13.672,45.898,1
1533058381.252,21.973,22.461,37.598,14.648,25.879,1
1533058381.256,18.555,19.531,39.062,17.090,45.898,1
1533058381.260,32.227,29.297,34.180,26.855,64.941,1
1533058381.264,25.391,34.668,43.457,20.996,59.570,1
1533058381.267,28.809,30.762,49.316,26.855,65.918,1
1533058381.271,40.527,27.344,44.434,46.387,35.645,1
1533058381.275,45.410,25.391,41.504,32.715,46.387,1
1533058381.279,39.062,28.320,28.809,34.180,59.570,1
1533058381.283,38.086,30.762,24.414,53.711,7.812,1
1533058381.287,53.223,24.902,32.715,54.688,19.043,1
1533058381.291,67.871,26.367,31.738,60.547,19.531,1
1533058381.295,68.359,31.250,29.297,70.312,9.277,1
1533058381.299,63.477,27.344,30.762,68.848,35.645,1
1533058381.303,67.871,27.344,31.738,68.848,81.055,1
1533058381.307,87.402,27.832,32.715,77.148,105.957,1
1533058381.310,98.633,25.879,36.621,90.332,38.574,1
1533058381.314,97.656,27.344,38.086,91.797,-33.203,1
1533058381.318,89.844,25.391,30.273,85.938,-0.977,1
1533058381.322,86.914,27.344,19.531,86.914,73.242,1
1533058381.326,105.469,29.785,13.184,86.426,35.156,1
1533058381.330,114.746,29.785,12.695,83.496,6.348,1
1533058381.334,101.074,26.367,8.789,88.379,46.387,1
1533058381.338,84.961,25.391,-15.137,91.797,31.738,1
1533058381.342,92.285,32.227,-35.156,97.168,6.348,1
1533058381.346,104.980,31.250,-41.992,101.562,-27.344,1
1533058381.350,105.957,27.344,-28.320,112.793,14.160,1
1533058381.353,103.027,29.297,-11.719,119.629,21.484,1
1533058381.357,106.445,29.785,-12.695,114.258,-16.602,1
1533058381.361,105.957,33.691,-8.789,110.352,16.113,1
1533058381.365,116.699,37.598,3.418,113.770,62.500,1
1533058381.369,140.625,36.133,0.488,121.094,20.020,1
1533058381.373,125.977,33.691,-3.418,122.559,-11.719,1
1533058381.377,102.051,33.691,-8.301,119.629,39.062,1
1533058381.381,100.098,34.180,-17.578,112.305,43.945,1
1533058381.385,108.887,33.691,-13.672,111.328,27.344,1
1533058381.389,114.746,36.133,-8.789,111.816,5.371,1
1533058381.392,107.422,39.551,-10.742,106.934,33.203,1
1533058381.396,85.449,35.645,-15.625,102.539,46.875,1
1533058381.400,73.242,34.180,-19.043,91.309,34.668,1
1533058381.404,84.961,40.039,-0.488,89.355,45.410,1
1533058381.408,100.098,39.062,16.113,97.656,30.273,1
1533058381.412,101.562,38.574,16.113,98.145,31.250,1
1533058381.416,90.820,37.109,17.090,96.680,40.527,1
1533058381.420,84.961,36.133,14.648,97.656,74.219,1
1533058381.424,87.891,39.062,12.695,93.262,71.777,1
1533058381.428,100.098,37.109,17.578,93.262,23.926,1
1533058381.432,104.004,35.156,22.949,101.074,10.254,1
1533058381.435,95.215,35.645,16.113,103.027,-12.695,1
1533058381.439,88.379,39.062,9.277,94.238,2.441,1
1533058381.443,85.449,36.621,14.648,82.520,0.000,1
1533058381.447,93.750,34.180,17.090,79.590,-38.086,1
1533058381.451,98.145,33.691,12.207,83.008,1.465,1
1533058381.455,81.543,27.832,9.766,79.102,-5.859,1
1533058381.459,65.918,26.855,8.301,71.777,-33.203,1
1533058381.463,65.918,30.273,14.648,68.359,-50.781,1
1533058381.467,79.102,34.180,23.926,65.918,-12.207,1
1533058381.471,85.938,33.691,26.367,69.336,13.184,1
1533058381.474,83.008,32.227,23.438,70.312,9.277,1
1533058381.478,71.777,30.762,8.789,64.453,18.555,1
1533058381.482,51.270,27.832,6.348,57.129,-0.488,1
1533058381.486,58.105,25.391,9.766,57.129,23.926,1
1533058381.490,78.125,24.414,11.230,63.477,3.418,1
1533058381.494,73.730,26.367,23.926,64.941,-4.883,1
1533058381.498,64.941,26.367,21.484,62.988,32.715,1
1533058381.502,65.430,26.367,21.484,61.523,44.434,1
1533058381.506,74.707,30.273,31.250,62.500,34.668,1
1533058381.510,84.473,33.203,31.250,68.359,39.551,1
1533058381.514,80.078,34.668,33.203,74.219,67.871,1
1533058381.517,70.312,34.668,32.715,63.965,59.570,1
1533058381.521,64.941,34.180,32.227,54.199,0.488,1
1533058381.525,70.801,34.180,37.598,48.340,8.301,1
1533058381.529,80.078,33.203,41.016,52.246,30.762,1
1533058381.533,70.801,32.227,40.039,51.270,7.812,1
1533058381.537,52.734,29.297,31.738,45.410,63.477,1
1533058381.541,41.504,28.809,30.273,44.922,81.055,1
1533058381.545,43.457,31.738,38.086,39.551,25.879,1
1533058381.549,52.734,31.738,38.574,36.621,5.371,1
1533058381.553,47.852,33.203,32.715,37.598,74.707,1
1533058381.557,31.738,33.691,27.344,38.574,39.062,1
1533058381.560,19.043,30.762,36.133,36.621,-32.715,1
1533058381.564,22.949,29.785,41.992,31.738,26.855,1
1533058381.568,43.457,33.691,35.156,34.668,76.172,1
1533058381.572,48.340,34.180,30.273,39.062,53.223,1
1533058381.576,32.715,29.297,36.133,38.574,61.523,1
1533058381.580,25.879,27.344,38.574,31.738,50.781,1
1533058381.584,35.156,26.367,35.156,28.809,16.602,1
1533058381.588,48.828,25.879,45.410,34.180,71.289,1
1533058381.592,50.781,26.855,49.805,39.062,64.453,1
1533058381.596,46.875,30.762,37.598,38.574,34.668,1
1533058381.599,39.062,35.645,27.832,31.250,55.176,1
1533058381.603,37.598,38.574,36.621,32.227,44.922,1
1533058381.607,46.387,36.133,59.570,37.109,32.227,1
1533058381.611,51.270,37.109,79.102,33.691,37.109,1
1533058381.615,39.062,39.551,87.891,31.738,26.855,1
1533058381.619,28.320,35.645,91.797,29.785,61.035,1
1533058381.623,22.461,31.250,95.703,27.344,40.527,1
1533058381.627,28.320,27.832,95.215,32.715,11.230,1
1533058381.631,40.527,27.344,96.680,34.668,19.043,1
1533058381.635,37.598,29.785,95.215,33.691,12.207,1
1533058381.639,28.320,30.273,82.031,28.320,40.527,1
1533058381.642,19.531,31.250,81.543,18.555,15.625,1
1533058381.646,27.832,31.738,96.191,19.531,-1.953,1
1533058381.650,43.945,36.621,100.098,27.344,-58.105,1
1533058381.654,36.621,41.016,85.938,22.949,-29.297,1
1533058381.658,21.973,37.109,73.730,20.020,13.672,1
1533058381.662,19.043,36.133,71.289,21.484,19.531,1
1533058381.666,28.809,37.598,64.453,22.949,104.980,1
1533058381.670,41.016,40.039,59.082,28.320,67.871,1
1533058381.674,35.645,41.016,55.664,32.715,40.039,1
1533058381.678,29.785,40.039,35.156,27.344,51.758,1
1533058381.682,28.320,41.016,22.949,16.113,39.062,1
1533058381.685,31.250,40.039,31.738,18.555,33.203,1
1533058381.689,47.363,41.504,27.344,26.855,5.859,1
1533058381.693,45.898,39.062,17.090,33.203,-17.090,1
1533058381.697,32.715,36.621,11.230,34.180,-48.828,1
1533058381.701,21.973,39.551,4.883,24.414,-50.293,1
1533058381.705,29.297,37.109,1.953,27.344,-70.801,1
1533058381.709,45.898,31.738,10.254,33.203,-74.707,1
1533058381.713,38.086,30.762,19.043,26.367,-16.113,1
1533058381.717,27.832,29.785,10.742,23.926,-25.391,1
1533058381.721,28.320,27.344,5.371,12.207,-37.598,1
1533058381.724,23.438,27.344,18.555,5.859,30.762,1
1533058381.728,32.227,25.879,24.414,16.602,-32.715,1
1533058381.732,41.016,20.508,27.832,15.137,-15.137,1
1533058381.736,28.320,18.066,27.832,11.230,59.570,1
1533058381.740,17.578,20.996,14.160,6.836,67.871,1
1533058381.744,18.066,20.020,5.371,3.418,83.496,1
1533058381.748,35.156,20.996,4.883,8.789,86.914,1
1533058381.752,45.898,25.391,9.766,20.508,51.270,1
1533058381.756,33.691,24.414,11.230,29.297,17.578,1
1533058381.760,17.090,27.832,11.230,28.809,9.766,1
1533058381.764,20.508,31.738,23.438,30.762,-9.277,1
1533058381.767,36.133,31.250,28.809,15.625,18.555,1
1533058381.771,37.598,31.738,30.762,7.812,57.617,1
1533058381.775,24.414,25.879,33.691,14.160,53.711,1
1533058381.779,13.184,21.973,31.250,7.812,49.805,1
1533058381.783,15.137,24.902,36.621,4.883,38.086,1
1533058381.787,30.273,26.367,39.062,9.766,70.312,1
1533058381.791,36.133,26.855,33.203,19.531,44.922,1
1533058381.795,33.203,29.297,33.691,22.461,7.324,1
1533058381.799,31.738,30.762,35.645,21.484,12.695,1
1533058381.803,22.461,31.250,39.062,17.578,1.953,1
1533058381.807,34.180,34.180,35.156,19.043,57.617,1
1533058381.810,42.480,32.715,31.738,22.949,58.594,1
1533058381.814,31.738,28.809,30.762,23.438,6.348,1
1533058381.818,33.203,32.227,20.996,21.973,-30.762,1
1533058381.822,25.879,34.180,23.926,20.020,-22.461,1
1533058381.826,22.461,31.250,29.785,20.508,63.477,1
1533058381.830,33.691,26.855,25.391,24.902,34.180,1
1533058381.834,27.832,25.391,19.043,21.973,0.977,1
1533058381.838,15.625,25.391,20.020,17.090,-9.277,1
1533058381.842,13.672,23.926,26.367,14.648,-48.340,1
1533058381.846,17.090,24.902,28.320,12.695,-16.113,1
1533058381.849,21.973,27.832,28.809,22.461,-2.930,1
1533058381.853,19.043,30.273,33.203,26.855,53.711,1
1533058381.857,11.230,30.762,31.250,23.438,83.008,1
1533058381.861,9.277,32.227,29.297,14.160,59.082,1
1533058381.865,17.090,34.668,34.180,11.230,63.965,1
1533058381.869,32.715,32.227,44.922,19.043,110.352,1
1533058381.873,33.203,31.738,46.875,25.879,90.820,1
1533058381.877,21.484,30.273,41.504,22.949,19.043,1
1533058381.881,16.113,27.832,42.480,13.672,2.930,1
1533058381.885,23.438,28.809,44.922,17.578,66.406,1
1533058381.889,41.504,33.203,38.086,22.949,16.113,1
1533058381.892,48.828,36.133,36.133,26.855,-1.465,1
1533058381.896,35.156,35.645,39.551,26.367,17.578,1
1533058381.900,17.578,33.203,40.527,18.555,-28.320,1
1533058381.904,14.648,31.250,45.410,19.043,33.691,1
1533058381.908,29.297,28.809,40.527,22.949,11.230,1
1533058381.912,37.109,30.273,36.133,27.344,39.062,1
1533058381.916,29.785,37.598,31.250,33.691,74.219,1
1533058381.920,17.090,35.156,21.973,26.855,15.137,1
1533058381.924,16.602,31.738,24.414,21.484,29.785,1
1533058381.928,37.109,34.668,17.578,28.809,6.348,1
1533058381.931,43.945,38.086,15.625,32.227,33.691,1
1533058381.935,33.691,37.598,18.555,31.738,41.016,1
1533058381.939,22.949,36.133,16.113,26.367,6.836,1
1533058381.943,19.043,39.062,20.996,20.020,67.871,1
1533058381.947,32.715,38.086,24.902,24.902,41.016,1
1533058381.951,42.480,33.203,24.902,25.879,13.184,1
1533058381.955,32.715,32.227,24.414,26.855,19.531,1
1533058381.959,20.508,19.531,31.738,30.273,20.508,1
1533058381.963,29.785,13.672,39.551,40.527,-14.160,1
1533058381.967,45.898,32.227,40.527,41.504,-50.293,1
1533058381.971,29.785,40.039,36.133,11.230,1.953,1
1533058381.974,7.812,37.109,28.809,0.000,-3.906,1
1533058381.978,11.230,37.109,24.414,6.348,-20.020,1
1533058381.982,10.742,40.039,22.461,1.465,-8.301,1
1533058381.986,9.277,42.480,16.113,-16.113,70.801,1
1533058381.990,22.461,42.480,12.207,-14.160,81.055,1
1533058381.994,19.531,42.969,9.277,-3.906,67.871,1
1533058381.998,12.695,46.387,7.324,-4.395,52.734,1
1533058382.002,8.301,47.363,6.348,-12.695,67.871,1
1533058382.006,7.812,42.480,11.230,-19.531,96.191,1
1533058382.010,20.996,38.574,20.508,-13.184,4.883,1
1533058382.014,18.555,40.039,23.926,-6.348,-24.902,1
1533058382.017,9.277,37.598,10.254,-6.348,12.695,1
1533058382.021,4.883,34.180,6.348,-9.766,83.008,1
1533058382.025,9.277,34.668,15.137,-6.836,62.988,1
1533058382.029,29.785,36.133,8.301,5.371,7.812,1
1533058382.033,28.809,37.598,3.418,2.930,51.758,1
1533058382.037,16.602,40.039,-4.883,-0.977,62.500,1
1533058382.041,10.254,38.086,-1.953,3.418,60.059,1
1533058382.045,9.277,35.645,14.160,2.930,61.035,1
1533058382.049,25.879,37.598,11.719,8.789,8.301,1
1533058382.053,28.320,42.969,8.789,12.207,-9.766,1
1533058382.056,15.137,41.016,4.883,11.230,-7.812,1
1533058382.060,5.859,34.668,1.465,10.254,47.852,1
1533058382.064,3.906,29.785,10.742,5.371,103.516,1
1533058382.068,23.438,30.273,15.137,10.254,44.434,1
1533058382.072,34.668,29.785,7.812,17.578,35.156,1
1533058382.076,19.531,27.832,2.441,16.113,65.918,1
1533058382.080,15.625,26.367,-3.418,11.230,16.602,1
1533058382.084,14.160,23.438,-1.465,8.301,15.625,1
1533058382.088,18.555,25.391,0.488,4.395,24.414,1
1533058382.092,32.227,30.273,4.883,8.301,37.109,1
1533058382.096,26.367,35.156,17.090,20.020,42.969,1
1533058382.099,13.184,35.156,5.859,16.602,30.273,1
1533058382.103,12.695,33.203,4.395,14.160,41.504,1
1533058382.107,27.344,32.715,15.137,19.531,-7.324,1
1533058382.111,38.086,36.133,15.137,25.879,-64.453,1
1533058382.115,30.273,37.598,13.184,27.344,-46.875,1
1533058382.119,17.578,33.691,5.859,20.996,24.902,1
1533058382.123,7.812,33.203,5.859,24.414,27.832,1
1533058382.127,19.043,37.109,10.742,21.973,-24.414,1
1533058382.131,38.574,36.621,16.602,15.137,-18.066,1
1533058382.135,38.086,35.645,23.438,21.973,47.852,1
1533058382.139,24.414,33.203,31.738,23.926,70.312,1
1533058382.142,16.113,32.715,36.621,17.578,20.508,1
1533058382.146,21.973,34.180,41.016,16.113,-3.418,1
1533058382.150,36.621,32.715,56.152,23.438,19.043,1
1533058382.154,34.668,35.156,65.918,28.320,17.578,1
1533058382.158,27.832,40.527,61.523,24.414,31.250,1
1533058382.162,20.508,40.039,62.988,23.438,13.184,1
1533058382.166,21.973,38.086,69.336,19.531,-13.184,1
1533058382.170,34.668,37.598,72.266,16.113,-45.898,1
1533058382.174,31.250,34.180,70.801,20.508,-8.789,1
1533058382.178,20.508,35.645,59.082,26.367,28.809,1
1533058382.181,15.137,34.180,49.805,22.461,48.828,1
1533058382.185,20.996,27.344,48.828,18.555,30.762,1
1533058382.189,36.621,28.320,57.129,26.367,-18.555,1
1533058382.193,44.434,34.668,69.336,32.227,66.406,1
1533058382.197,30.273,31.738,61.523,26.855,74.219,1
1533058382.201,24.414,32.227,53.223,16.113,-10.254,1
1533058382.205,34.668,32.227,61.035,16.113,31.738,1
1533058382.209,42.480,29.785,58.105,19.531,45.410,1
1533058382.213,41.016,31.250,48.828,16.113,40.039,1
1533058382.217,25.391,31.738,44.922,16.602,76.660,1
1533058382.221,17.090,34.668,40.527,14.160,66.406,1
1533058382.224,19.043,34.180,38.086,14.160,47.852,1
1533058382.228,28.809,28.809,44.922,20.996,33.203,1
1533058382.232,34.668,27.832,44.434,20.020,26.367,1
1533058382.236,25.879,27.832,39.551,16.602,35.645,1
1533058382.240,20.996,28.809,38.574,18.555,61.523,1
1533058382.244,18.555,30.762,32.715,15.137,29.785,1
1533058382.248,22.949,33.203,29.297,8.789,36.133,1
